/home/pbqv20/anaconda3/envs/arcface/lib/python3.9/site-packages/torch/utils/_contextlib.py:125: UserWarning: Decorating classes is deprecated and will be disabled in future versions. You should only decorate functions or methods. To preserve the current behavior of class decoration, you can directly decorate the `__init__` method and nothing else.
Training: 2024-03-22 07:04:43,075-Speed 361.77 samples/sec   Loss 19.9860   LearningRate 0.005080   Epoch: 14   Global Step: 151530   Fp16 Grad Scale: 32768   Required: 12 hours
Training: 2024-03-22 07:04:46,554-Speed 368.00 samples/sec   Loss 20.0252   LearningRate 0.005079   Epoch: 14   Global Step: 151540   Fp16 Grad Scale: 32768   Required: 12 hours
Training: 2024-03-22 07:04:50,364-Speed 335.96 samples/sec   Loss 20.0645   LearningRate 0.005078   Epoch: 14   Global Step: 151550   Fp16 Grad Scale: 32768   Required: 12 hours
Training: 2024-03-22 07:04:54,053-Speed 346.99 samples/sec   Loss 19.6639   LearningRate 0.005077   Epoch: 14   Global Step: 151560   Fp16 Grad Scale: 16384   Required: 12 hours
Training: 2024-03-22 07:04:57,522-Speed 369.09 samples/sec   Loss 20.2783   LearningRate 0.005076   Epoch: 14   Global Step: 151570   Fp16 Grad Scale: 16384   Required: 12 hours
Training: 2024-03-22 07:05:01,120-Speed 355.83 samples/sec   Loss 19.5814   LearningRate 0.005075   Epoch: 14   Global Step: 151580   Fp16 Grad Scale: 16384   Required: 12 hours
Training: 2024-03-22 07:05:04,647-Speed 362.99 samples/sec   Loss 19.7737   LearningRate 0.005074   Epoch: 14   Global Step: 151590   Fp16 Grad Scale: 16384   Required: 12 hours
Training: 2024-03-22 07:05:08,041-Speed 377.19 samples/sec   Loss 19.7067   LearningRate 0.005073   Epoch: 14   Global Step: 151600   Fp16 Grad Scale: 16384   Required: 12 hours
Training: 2024-03-22 07:05:11,519-Speed 368.09 samples/sec   Loss 19.7907   LearningRate 0.005072   Epoch: 14   Global Step: 151610   Fp16 Grad Scale: 16384   Required: 12 hours
Training: 2024-03-22 07:05:15,387-Speed 330.95 samples/sec   Loss 19.9823   LearningRate 0.005071   Epoch: 14   Global Step: 151620   Fp16 Grad Scale: 16384   Required: 12 hours
Training: 2024-03-22 07:05:18,890-Speed 365.46 samples/sec   Loss 20.0119   LearningRate 0.005070   Epoch: 14   Global Step: 151630   Fp16 Grad Scale: 16384   Required: 12 hours
Training: 2024-03-22 07:05:22,196-Speed 387.29 samples/sec   Loss 19.8228   LearningRate 0.005069   Epoch: 14   Global Step: 151640   Fp16 Grad Scale: 16384   Required: 12 hours
Training: 2024-03-22 07:05:26,009-Speed 335.71 samples/sec   Loss 20.4941   LearningRate 0.005068   Epoch: 14   Global Step: 151650   Fp16 Grad Scale: 16384   Required: 12 hours
Training: 2024-03-22 07:05:29,871-Speed 331.48 samples/sec   Loss 19.2176   LearningRate 0.005067   Epoch: 14   Global Step: 151660   Fp16 Grad Scale: 32768   Required: 12 hours
Training: 2024-03-22 07:05:33,624-Speed 341.12 samples/sec   Loss 19.6482   LearningRate 0.005066   Epoch: 14   Global Step: 151670   Fp16 Grad Scale: 32768   Required: 12 hours
Training: 2024-03-22 07:05:37,235-Speed 354.58 samples/sec   Loss 19.9309   LearningRate 0.005065   Epoch: 14   Global Step: 151680   Fp16 Grad Scale: 16384   Required: 12 hours
Training: 2024-03-22 07:05:40,644-Speed 375.49 samples/sec   Loss 19.9626   LearningRate 0.005064   Epoch: 14   Global Step: 151690   Fp16 Grad Scale: 16384   Required: 12 hours
Training: 2024-03-22 07:05:43,962-Speed 385.88 samples/sec   Loss 20.3105   LearningRate 0.005063   Epoch: 14   Global Step: 151700   Fp16 Grad Scale: 16384   Required: 12 hours
Training: 2024-03-22 07:05:47,455-Speed 366.48 samples/sec   Loss 20.4054   LearningRate 0.005062   Epoch: 14   Global Step: 151710   Fp16 Grad Scale: 16384   Required: 12 hours
Training: 2024-03-22 07:05:51,224-Speed 339.74 samples/sec   Loss 20.5633   LearningRate 0.005061   Epoch: 14   Global Step: 151720   Fp16 Grad Scale: 16384   Required: 12 hours
Training: 2024-03-22 07:05:54,897-Speed 348.69 samples/sec   Loss 20.0942   LearningRate 0.005060   Epoch: 14   Global Step: 151730   Fp16 Grad Scale: 16384   Required: 12 hours
Training: 2024-03-22 07:05:58,167-Speed 391.51 samples/sec   Loss 19.7901   LearningRate 0.005059   Epoch: 14   Global Step: 151740   Fp16 Grad Scale: 16384   Required: 12 hours
Training: 2024-03-22 07:06:01,775-Speed 354.82 samples/sec   Loss 20.2511   LearningRate 0.005058   Epoch: 14   Global Step: 151750   Fp16 Grad Scale: 16384   Required: 12 hours
Training: 2024-03-22 07:06:05,369-Speed 356.17 samples/sec   Loss 19.8921   LearningRate 0.005057   Epoch: 14   Global Step: 151760   Fp16 Grad Scale: 16384   Required: 12 hours
Training: 2024-03-22 07:06:08,908-Speed 361.82 samples/sec   Loss 19.8898   LearningRate 0.005056   Epoch: 14   Global Step: 151770   Fp16 Grad Scale: 16384   Required: 12 hours
Training: 2024-03-22 07:06:12,480-Speed 358.36 samples/sec   Loss 19.8780   LearningRate 0.005055   Epoch: 14   Global Step: 151780   Fp16 Grad Scale: 32768   Required: 12 hours
Training: 2024-03-22 07:06:16,044-Speed 359.21 samples/sec   Loss 20.5986   LearningRate 0.005054   Epoch: 14   Global Step: 151790   Fp16 Grad Scale: 32768   Required: 12 hours
Training: 2024-03-22 07:06:19,758-Speed 344.74 samples/sec   Loss 20.0014   LearningRate 0.005053   Epoch: 14   Global Step: 151800   Fp16 Grad Scale: 32768   Required: 12 hours
Training: 2024-03-22 07:06:23,041-Speed 389.93 samples/sec   Loss 19.7603   LearningRate 0.005052   Epoch: 14   Global Step: 151810   Fp16 Grad Scale: 16384   Required: 12 hours
Training: 2024-03-22 07:06:26,962-Speed 326.44 samples/sec   Loss 19.9304   LearningRate 0.005051   Epoch: 14   Global Step: 151820   Fp16 Grad Scale: 16384   Required: 12 hours
Training: 2024-03-22 07:06:30,472-Speed 364.74 samples/sec   Loss 20.1912   LearningRate 0.005050   Epoch: 14   Global Step: 151830   Fp16 Grad Scale: 16384   Required: 12 hours
Training: 2024-03-22 07:06:33,987-Speed 364.24 samples/sec   Loss 19.8765   LearningRate 0.005049   Epoch: 14   Global Step: 151840   Fp16 Grad Scale: 16384   Required: 12 hours
Training: 2024-03-22 07:06:37,751-Speed 340.15 samples/sec   Loss 19.2153   LearningRate 0.005048   Epoch: 14   Global Step: 151850   Fp16 Grad Scale: 16384   Required: 12 hours
Training: 2024-03-22 07:06:41,535-Speed 338.29 samples/sec   Loss 19.2336   LearningRate 0.005047   Epoch: 14   Global Step: 151860   Fp16 Grad Scale: 16384   Required: 12 hours
Training: 2024-03-22 07:06:45,328-Speed 337.55 samples/sec   Loss 19.8238   LearningRate 0.005046   Epoch: 14   Global Step: 151870   Fp16 Grad Scale: 16384   Required: 12 hours
Training: 2024-03-22 07:06:48,986-Speed 349.98 samples/sec   Loss 20.1228   LearningRate 0.005045   Epoch: 14   Global Step: 151880   Fp16 Grad Scale: 16384   Required: 12 hours
Training: 2024-03-22 07:06:52,781-Speed 337.29 samples/sec   Loss 19.9252   LearningRate 0.005044   Epoch: 14   Global Step: 151890   Fp16 Grad Scale: 16384   Required: 12 hours
Training: 2024-03-22 07:06:56,482-Speed 345.88 samples/sec   Loss 19.9729   LearningRate 0.005043   Epoch: 14   Global Step: 151900   Fp16 Grad Scale: 16384   Required: 12 hours
Training: 2024-03-22 07:07:00,289-Speed 336.26 samples/sec   Loss 20.2792   LearningRate 0.005042   Epoch: 14   Global Step: 151910   Fp16 Grad Scale: 32768   Required: 12 hours
Training: 2024-03-22 07:07:03,645-Speed 381.52 samples/sec   Loss 20.2546   LearningRate 0.005041   Epoch: 14   Global Step: 151920   Fp16 Grad Scale: 32768   Required: 12 hours
Training: 2024-03-22 07:07:07,224-Speed 357.74 samples/sec   Loss 20.0189   LearningRate 0.005040   Epoch: 14   Global Step: 151930   Fp16 Grad Scale: 32768   Required: 12 hours
Training: 2024-03-22 07:07:10,931-Speed 345.33 samples/sec   Loss 19.8351   LearningRate 0.005039   Epoch: 14   Global Step: 151940   Fp16 Grad Scale: 32768   Required: 12 hours
Training: 2024-03-22 07:07:14,674-Speed 342.02 samples/sec   Loss 20.1017   LearningRate 0.005038   Epoch: 14   Global Step: 151950   Fp16 Grad Scale: 32768   Required: 12 hours
Training: 2024-03-22 07:07:18,281-Speed 354.89 samples/sec   Loss 20.0395   LearningRate 0.005037   Epoch: 14   Global Step: 151960   Fp16 Grad Scale: 32768   Required: 12 hours
Training: 2024-03-22 07:07:22,134-Speed 332.22 samples/sec   Loss 19.6458   LearningRate 0.005036   Epoch: 14   Global Step: 151970   Fp16 Grad Scale: 32768   Required: 12 hours
Training: 2024-03-22 07:07:25,784-Speed 350.96 samples/sec   Loss 19.9078   LearningRate 0.005035   Epoch: 14   Global Step: 151980   Fp16 Grad Scale: 32768   Required: 12 hours
Training: 2024-03-22 07:07:29,332-Speed 360.75 samples/sec   Loss 19.8466   LearningRate 0.005034   Epoch: 14   Global Step: 151990   Fp16 Grad Scale: 32768   Required: 12 hours
Training: 2024-03-22 07:07:33,063-Speed 343.11 samples/sec   Loss 19.6984   LearningRate 0.005033   Epoch: 14   Global Step: 152000   Fp16 Grad Scale: 32768   Required: 12 hours
Training: 2024-03-22 07:07:36,729-Speed 349.21 samples/sec   Loss 20.2863   LearningRate 0.005032   Epoch: 14   Global Step: 152010   Fp16 Grad Scale: 32768   Required: 12 hours
Training: 2024-03-22 07:07:40,150-Speed 374.28 samples/sec   Loss 20.0619   LearningRate 0.005032   Epoch: 14   Global Step: 152020   Fp16 Grad Scale: 32768   Required: 12 hours
Training: 2024-03-22 07:07:43,729-Speed 357.63 samples/sec   Loss 20.1988   LearningRate 0.005031   Epoch: 14   Global Step: 152030   Fp16 Grad Scale: 32768   Required: 12 hours
Training: 2024-03-22 07:07:47,382-Speed 350.47 samples/sec   Loss 20.0983   LearningRate 0.005030   Epoch: 14   Global Step: 152040   Fp16 Grad Scale: 32768   Required: 12 hours
Training: 2024-03-22 07:07:51,295-Speed 327.16 samples/sec   Loss 20.3082   LearningRate 0.005029   Epoch: 14   Global Step: 152050   Fp16 Grad Scale: 32768   Required: 12 hours
Training: 2024-03-22 07:07:54,870-Speed 358.08 samples/sec   Loss 20.2058   LearningRate 0.005028   Epoch: 14   Global Step: 152060   Fp16 Grad Scale: 32768   Required: 12 hours
Training: 2024-03-22 07:07:58,682-Speed 335.83 samples/sec   Loss 20.1345   LearningRate 0.005027   Epoch: 14   Global Step: 152070   Fp16 Grad Scale: 32768   Required: 12 hours
Training: 2024-03-22 07:08:02,082-Speed 376.55 samples/sec   Loss 19.8368   LearningRate 0.005026   Epoch: 14   Global Step: 152080   Fp16 Grad Scale: 32768   Required: 12 hours
Training: 2024-03-22 07:08:05,947-Speed 331.22 samples/sec   Loss 19.3869   LearningRate 0.005025   Epoch: 14   Global Step: 152090   Fp16 Grad Scale: 32768   Required: 12 hours
Training: 2024-03-22 07:08:09,474-Speed 362.98 samples/sec   Loss 19.6785   LearningRate 0.005024   Epoch: 14   Global Step: 152100   Fp16 Grad Scale: 32768   Required: 12 hours
Training: 2024-03-22 07:08:13,318-Speed 333.05 samples/sec   Loss 19.9542   LearningRate 0.005023   Epoch: 14   Global Step: 152110   Fp16 Grad Scale: 32768   Required: 12 hours
Training: 2024-03-22 07:08:16,895-Speed 357.91 samples/sec   Loss 19.9821   LearningRate 0.005022   Epoch: 14   Global Step: 152120   Fp16 Grad Scale: 32768   Required: 12 hours
Training: 2024-03-22 07:08:20,757-Speed 331.49 samples/sec   Loss 19.8861   LearningRate 0.005021   Epoch: 14   Global Step: 152130   Fp16 Grad Scale: 32768   Required: 12 hours
Training: 2024-03-22 07:08:24,398-Speed 351.61 samples/sec   Loss 19.9711   LearningRate 0.005020   Epoch: 14   Global Step: 152140   Fp16 Grad Scale: 32768   Required: 12 hours
Training: 2024-03-22 07:08:28,096-Speed 346.14 samples/sec   Loss 20.1837   LearningRate 0.005019   Epoch: 14   Global Step: 152150   Fp16 Grad Scale: 32768   Required: 12 hours
Training: 2024-03-22 07:08:31,735-Speed 351.84 samples/sec   Loss 19.5783   LearningRate 0.005018   Epoch: 14   Global Step: 152160   Fp16 Grad Scale: 32768   Required: 12 hours
Training: 2024-03-22 07:08:35,513-Speed 338.98 samples/sec   Loss 20.0120   LearningRate 0.005017   Epoch: 14   Global Step: 152170   Fp16 Grad Scale: 16384   Required: 12 hours
Training: 2024-03-22 07:08:39,158-Speed 351.25 samples/sec   Loss 19.6288   LearningRate 0.005016   Epoch: 14   Global Step: 152180   Fp16 Grad Scale: 16384   Required: 12 hours
Training: 2024-03-22 07:08:42,480-Speed 385.40 samples/sec   Loss 19.3059   LearningRate 0.005015   Epoch: 14   Global Step: 152190   Fp16 Grad Scale: 16384   Required: 12 hours
Training: 2024-03-22 07:08:46,129-Speed 350.84 samples/sec   Loss 19.9587   LearningRate 0.005014   Epoch: 14   Global Step: 152200   Fp16 Grad Scale: 16384   Required: 12 hours
Training: 2024-03-22 07:08:49,672-Speed 361.30 samples/sec   Loss 19.9900   LearningRate 0.005013   Epoch: 14   Global Step: 152210   Fp16 Grad Scale: 16384   Required: 12 hours
Training: 2024-03-22 07:08:53,097-Speed 373.76 samples/sec   Loss 20.2212   LearningRate 0.005012   Epoch: 14   Global Step: 152220   Fp16 Grad Scale: 16384   Required: 12 hours
Training: 2024-03-22 07:08:56,457-Speed 381.13 samples/sec   Loss 19.8136   LearningRate 0.005011   Epoch: 14   Global Step: 152230   Fp16 Grad Scale: 16384   Required: 12 hours
Training: 2024-03-22 07:09:00,499-Speed 316.73 samples/sec   Loss 20.3918   LearningRate 0.005010   Epoch: 14   Global Step: 152240   Fp16 Grad Scale: 16384   Required: 12 hours
Training: 2024-03-22 07:09:04,528-Speed 317.77 samples/sec   Loss 20.2570   LearningRate 0.005009   Epoch: 14   Global Step: 152250   Fp16 Grad Scale: 16384   Required: 12 hours
Training: 2024-03-22 07:09:08,039-Speed 364.66 samples/sec   Loss 19.9084   LearningRate 0.005008   Epoch: 14   Global Step: 152260   Fp16 Grad Scale: 16384   Required: 12 hours
Training: 2024-03-22 07:09:11,578-Speed 361.74 samples/sec   Loss 19.6349   LearningRate 0.005007   Epoch: 14   Global Step: 152270   Fp16 Grad Scale: 32768   Required: 12 hours
Training: 2024-03-22 07:09:15,119-Speed 361.56 samples/sec   Loss 19.9810   LearningRate 0.005006   Epoch: 14   Global Step: 152280   Fp16 Grad Scale: 32768   Required: 12 hours
Training: 2024-03-22 07:09:18,751-Speed 352.53 samples/sec   Loss 19.8629   LearningRate 0.005005   Epoch: 14   Global Step: 152290   Fp16 Grad Scale: 32768   Required: 12 hours
Training: 2024-03-22 07:09:22,304-Speed 360.40 samples/sec   Loss 20.0145   LearningRate 0.005004   Epoch: 14   Global Step: 152300   Fp16 Grad Scale: 32768   Required: 12 hours
Training: 2024-03-22 07:09:26,242-Speed 325.15 samples/sec   Loss 19.9307   LearningRate 0.005003   Epoch: 14   Global Step: 152310   Fp16 Grad Scale: 32768   Required: 12 hours
Training: 2024-03-22 07:09:30,140-Speed 328.36 samples/sec   Loss 20.1340   LearningRate 0.005002   Epoch: 14   Global Step: 152320   Fp16 Grad Scale: 16384   Required: 12 hours
Training: 2024-03-22 07:09:34,045-Speed 327.84 samples/sec   Loss 20.1452   LearningRate 0.005001   Epoch: 14   Global Step: 152330   Fp16 Grad Scale: 16384   Required: 12 hours
Training: 2024-03-22 07:09:37,689-Speed 351.38 samples/sec   Loss 19.4509   LearningRate 0.005000   Epoch: 14   Global Step: 152340   Fp16 Grad Scale: 16384   Required: 12 hours
Training: 2024-03-22 07:09:42,462-Speed 268.23 samples/sec   Loss 17.7416   LearningRate 0.004999   Epoch: 15   Global Step: 152350   Fp16 Grad Scale: 16384   Required: 12 hours
Training: 2024-03-22 07:09:45,446-Speed 429.06 samples/sec   Loss 18.1716   LearningRate 0.004998   Epoch: 15   Global Step: 152360   Fp16 Grad Scale: 16384   Required: 12 hours
Training: 2024-03-22 07:09:48,442-Speed 427.21 samples/sec   Loss 18.0288   LearningRate 0.004997   Epoch: 15   Global Step: 152370   Fp16 Grad Scale: 16384   Required: 12 hours
Training: 2024-03-22 07:09:51,425-Speed 429.14 samples/sec   Loss 18.2281   LearningRate 0.004996   Epoch: 15   Global Step: 152380   Fp16 Grad Scale: 16384   Required: 12 hours
Training: 2024-03-22 07:09:54,416-Speed 428.03 samples/sec   Loss 18.2413   LearningRate 0.004995   Epoch: 15   Global Step: 152390   Fp16 Grad Scale: 16384   Required: 12 hours
Training: 2024-03-22 07:09:57,396-Speed 429.72 samples/sec   Loss 17.9810   LearningRate 0.004994   Epoch: 15   Global Step: 152400   Fp16 Grad Scale: 16384   Required: 12 hours
Training: 2024-03-22 07:10:00,377-Speed 429.42 samples/sec   Loss 18.1715   LearningRate 0.004993   Epoch: 15   Global Step: 152410   Fp16 Grad Scale: 16384   Required: 12 hours
Training: 2024-03-22 07:10:03,369-Speed 427.83 samples/sec   Loss 17.6873   LearningRate 0.004992   Epoch: 15   Global Step: 152420   Fp16 Grad Scale: 32768   Required: 12 hours
Training: 2024-03-22 07:10:06,360-Speed 429.29 samples/sec   Loss 18.3170   LearningRate 0.004991   Epoch: 15   Global Step: 152430   Fp16 Grad Scale: 32768   Required: 12 hours
Training: 2024-03-22 07:10:09,353-Speed 427.75 samples/sec   Loss 18.2700   LearningRate 0.004990   Epoch: 15   Global Step: 152440   Fp16 Grad Scale: 32768   Required: 12 hours
Training: 2024-03-22 07:10:12,325-Speed 430.76 samples/sec   Loss 18.0631   LearningRate 0.004989   Epoch: 15   Global Step: 152450   Fp16 Grad Scale: 16384   Required: 12 hours
Training: 2024-03-22 07:10:15,305-Speed 429.62 samples/sec   Loss 18.5844   LearningRate 0.004988   Epoch: 15   Global Step: 152460   Fp16 Grad Scale: 16384   Required: 12 hours
Training: 2024-03-22 07:10:18,299-Speed 427.61 samples/sec   Loss 17.9896   LearningRate 0.004987   Epoch: 15   Global Step: 152470   Fp16 Grad Scale: 16384   Required: 12 hours
Training: 2024-03-22 07:10:21,300-Speed 426.60 samples/sec   Loss 18.0281   LearningRate 0.004986   Epoch: 15   Global Step: 152480   Fp16 Grad Scale: 16384   Required: 12 hours
Training: 2024-03-22 07:10:24,280-Speed 429.71 samples/sec   Loss 18.5762   LearningRate 0.004985   Epoch: 15   Global Step: 152490   Fp16 Grad Scale: 16384   Required: 12 hours
Training: 2024-03-22 07:10:27,271-Speed 428.09 samples/sec   Loss 17.8952   LearningRate 0.004984   Epoch: 15   Global Step: 152500   Fp16 Grad Scale: 16384   Required: 12 hours
Training: 2024-03-22 07:10:30,253-Speed 429.46 samples/sec   Loss 18.0528   LearningRate 0.004983   Epoch: 15   Global Step: 152510   Fp16 Grad Scale: 16384   Required: 12 hours
Training: 2024-03-22 07:10:33,314-Speed 427.39 samples/sec   Loss 18.3013   LearningRate 0.004982   Epoch: 15   Global Step: 152520   Fp16 Grad Scale: 16384   Required: 12 hours
Training: 2024-03-22 07:10:36,303-Speed 428.25 samples/sec   Loss 18.1729   LearningRate 0.004981   Epoch: 15   Global Step: 152530   Fp16 Grad Scale: 16384   Required: 12 hours
Training: 2024-03-22 07:10:39,293-Speed 428.17 samples/sec   Loss 18.2422   LearningRate 0.004980   Epoch: 15   Global Step: 152540   Fp16 Grad Scale: 16384   Required: 12 hours
Training: 2024-03-22 07:10:42,278-Speed 429.00 samples/sec   Loss 17.7872   LearningRate 0.004979   Epoch: 15   Global Step: 152550   Fp16 Grad Scale: 32768   Required: 12 hours
Training: 2024-03-22 07:10:45,256-Speed 429.86 samples/sec   Loss 17.8344   LearningRate 0.004978   Epoch: 15   Global Step: 152560   Fp16 Grad Scale: 32768   Required: 12 hours
Training: 2024-03-22 07:10:48,234-Speed 429.97 samples/sec   Loss 18.3870   LearningRate 0.004977   Epoch: 15   Global Step: 152570   Fp16 Grad Scale: 16384   Required: 12 hours
Training: 2024-03-22 07:10:51,224-Speed 428.14 samples/sec   Loss 18.4761   LearningRate 0.004976   Epoch: 15   Global Step: 152580   Fp16 Grad Scale: 16384   Required: 12 hours
Training: 2024-03-22 07:10:54,211-Speed 428.63 samples/sec   Loss 18.1118   LearningRate 0.004975   Epoch: 15   Global Step: 152590   Fp16 Grad Scale: 16384   Required: 12 hours
Training: 2024-03-22 07:10:57,186-Speed 430.34 samples/sec   Loss 17.9469   LearningRate 0.004974   Epoch: 15   Global Step: 152600   Fp16 Grad Scale: 16384   Required: 12 hours
Training: 2024-03-22 07:11:00,162-Speed 430.05 samples/sec   Loss 18.2723   LearningRate 0.004973   Epoch: 15   Global Step: 152610   Fp16 Grad Scale: 16384   Required: 12 hours
Training: 2024-03-22 07:11:03,143-Speed 429.50 samples/sec   Loss 17.8333   LearningRate 0.004972   Epoch: 15   Global Step: 152620   Fp16 Grad Scale: 16384   Required: 12 hours
Training: 2024-03-22 07:11:06,130-Speed 428.80 samples/sec   Loss 18.2979   LearningRate 0.004971   Epoch: 15   Global Step: 152630   Fp16 Grad Scale: 16384   Required: 12 hours
Training: 2024-03-22 07:11:09,113-Speed 429.17 samples/sec   Loss 18.3210   LearningRate 0.004970   Epoch: 15   Global Step: 152640   Fp16 Grad Scale: 16384   Required: 12 hours
Training: 2024-03-22 07:11:12,100-Speed 428.67 samples/sec   Loss 18.3897   LearningRate 0.004969   Epoch: 15   Global Step: 152650   Fp16 Grad Scale: 16384   Required: 12 hours
Training: 2024-03-22 07:11:15,078-Speed 429.89 samples/sec   Loss 18.9848   LearningRate 0.004968   Epoch: 15   Global Step: 152660   Fp16 Grad Scale: 16384   Required: 12 hours
Training: 2024-03-22 07:11:18,063-Speed 428.86 samples/sec   Loss 18.2520   LearningRate 0.004968   Epoch: 15   Global Step: 152670   Fp16 Grad Scale: 16384   Required: 12 hours
Training: 2024-03-22 07:11:21,053-Speed 428.14 samples/sec   Loss 18.0194   LearningRate 0.004967   Epoch: 15   Global Step: 152680   Fp16 Grad Scale: 16384   Required: 12 hours
Training: 2024-03-22 07:11:24,045-Speed 427.93 samples/sec   Loss 18.2244   LearningRate 0.004966   Epoch: 15   Global Step: 152690   Fp16 Grad Scale: 16384   Required: 12 hours
Training: 2024-03-22 07:11:27,043-Speed 426.97 samples/sec   Loss 17.8658   LearningRate 0.004965   Epoch: 15   Global Step: 152700   Fp16 Grad Scale: 16384   Required: 12 hours
Training: 2024-03-22 07:11:30,044-Speed 426.65 samples/sec   Loss 17.9902   LearningRate 0.004964   Epoch: 15   Global Step: 152710   Fp16 Grad Scale: 16384   Required: 12 hours
Training: 2024-03-22 07:11:33,045-Speed 426.70 samples/sec   Loss 18.6373   LearningRate 0.004963   Epoch: 15   Global Step: 152720   Fp16 Grad Scale: 16384   Required: 12 hours
Training: 2024-03-22 07:11:36,044-Speed 426.79 samples/sec   Loss 18.2700   LearningRate 0.004962   Epoch: 15   Global Step: 152730   Fp16 Grad Scale: 16384   Required: 12 hours
Training: 2024-03-22 07:11:39,056-Speed 425.12 samples/sec   Loss 18.5928   LearningRate 0.004961   Epoch: 15   Global Step: 152740   Fp16 Grad Scale: 16384   Required: 12 hours
Training: 2024-03-22 07:11:42,059-Speed 426.38 samples/sec   Loss 18.4163   LearningRate 0.004960   Epoch: 15   Global Step: 152750   Fp16 Grad Scale: 16384   Required: 12 hours
Training: 2024-03-22 07:11:45,062-Speed 426.19 samples/sec   Loss 18.8816   LearningRate 0.004959   Epoch: 15   Global Step: 152760   Fp16 Grad Scale: 16384   Required: 12 hours
Training: 2024-03-22 07:11:48,070-Speed 425.63 samples/sec   Loss 18.2341   LearningRate 0.004958   Epoch: 15   Global Step: 152770   Fp16 Grad Scale: 32768   Required: 12 hours
Training: 2024-03-22 07:11:51,078-Speed 425.61 samples/sec   Loss 18.2864   LearningRate 0.004957   Epoch: 15   Global Step: 152780   Fp16 Grad Scale: 32768   Required: 12 hours
Training: 2024-03-22 07:11:54,063-Speed 428.89 samples/sec   Loss 18.2736   LearningRate 0.004956   Epoch: 15   Global Step: 152790   Fp16 Grad Scale: 32768   Required: 12 hours
Training: 2024-03-22 07:11:57,055-Speed 428.00 samples/sec   Loss 18.4646   LearningRate 0.004955   Epoch: 15   Global Step: 152800   Fp16 Grad Scale: 32768   Required: 12 hours
Training: 2024-03-22 07:12:00,050-Speed 427.40 samples/sec   Loss 18.0475   LearningRate 0.004954   Epoch: 15   Global Step: 152810   Fp16 Grad Scale: 32768   Required: 12 hours
Training: 2024-03-22 07:12:03,033-Speed 429.19 samples/sec   Loss 18.5060   LearningRate 0.004953   Epoch: 15   Global Step: 152820   Fp16 Grad Scale: 32768   Required: 12 hours
Training: 2024-03-22 07:12:06,011-Speed 429.96 samples/sec   Loss 18.3523   LearningRate 0.004952   Epoch: 15   Global Step: 152830   Fp16 Grad Scale: 16384   Required: 12 hours
Training: 2024-03-22 07:12:09,006-Speed 427.45 samples/sec   Loss 18.8084   LearningRate 0.004951   Epoch: 15   Global Step: 152840   Fp16 Grad Scale: 16384   Required: 12 hours
Training: 2024-03-22 07:12:12,018-Speed 424.99 samples/sec   Loss 18.4188   LearningRate 0.004950   Epoch: 15   Global Step: 152850   Fp16 Grad Scale: 16384   Required: 12 hours
Training: 2024-03-22 07:12:15,008-Speed 428.31 samples/sec   Loss 18.0480   LearningRate 0.004949   Epoch: 15   Global Step: 152860   Fp16 Grad Scale: 16384   Required: 12 hours
Training: 2024-03-22 07:12:17,991-Speed 429.05 samples/sec   Loss 18.1749   LearningRate 0.004948   Epoch: 15   Global Step: 152870   Fp16 Grad Scale: 16384   Required: 12 hours
Training: 2024-03-22 07:12:20,976-Speed 428.90 samples/sec   Loss 18.4817   LearningRate 0.004947   Epoch: 15   Global Step: 152880   Fp16 Grad Scale: 16384   Required: 12 hours
Training: 2024-03-22 07:12:23,956-Speed 429.72 samples/sec   Loss 18.1661   LearningRate 0.004946   Epoch: 15   Global Step: 152890   Fp16 Grad Scale: 16384   Required: 12 hours
Training: 2024-03-22 07:12:27,090-Speed 408.55 samples/sec   Loss 18.2876   LearningRate 0.004945   Epoch: 15   Global Step: 152900   Fp16 Grad Scale: 16384   Required: 12 hours
Training: 2024-03-22 07:12:30,073-Speed 429.09 samples/sec   Loss 18.2258   LearningRate 0.004944   Epoch: 15   Global Step: 152910   Fp16 Grad Scale: 16384   Required: 12 hours
Training: 2024-03-22 07:12:33,059-Speed 428.81 samples/sec   Loss 18.2856   LearningRate 0.004943   Epoch: 15   Global Step: 152920   Fp16 Grad Scale: 16384   Required: 12 hours
Training: 2024-03-22 07:12:36,049-Speed 428.13 samples/sec   Loss 18.3429   LearningRate 0.004942   Epoch: 15   Global Step: 152930   Fp16 Grad Scale: 32768   Required: 12 hours
Training: 2024-03-22 07:12:39,031-Speed 429.31 samples/sec   Loss 18.9780   LearningRate 0.004941   Epoch: 15   Global Step: 152940   Fp16 Grad Scale: 32768   Required: 12 hours
Training: 2024-03-22 07:12:42,026-Speed 427.49 samples/sec   Loss 18.7436   LearningRate 0.004940   Epoch: 15   Global Step: 152950   Fp16 Grad Scale: 32768   Required: 12 hours
Training: 2024-03-22 07:12:45,012-Speed 428.75 samples/sec   Loss 18.0445   LearningRate 0.004939   Epoch: 15   Global Step: 152960   Fp16 Grad Scale: 16384   Required: 12 hours
Training: 2024-03-22 07:12:47,995-Speed 429.21 samples/sec   Loss 18.9836   LearningRate 0.004938   Epoch: 15   Global Step: 152970   Fp16 Grad Scale: 16384   Required: 12 hours
Training: 2024-03-22 07:12:50,987-Speed 427.91 samples/sec   Loss 18.4680   LearningRate 0.004937   Epoch: 15   Global Step: 152980   Fp16 Grad Scale: 16384   Required: 12 hours
